time,dt,x,y,z,yaw,pitch,roll
1683031421164654080.00000000000000000000,0.01000100001692771912,-0.00190009840298444033,-0.00034109482658095658,-0.09835236519575119019,-0.00007591277781793460,-0.00000691910827212425,-0.00001038489784252041
1683031421174653952.00000000000000000000,0.00999999977648258209,-0.00169467192608863115,-0.00061312899924814701,-0.09836108982563018799,-0.00008185385068429178,-0.00000212475123457620,-0.00001981009501124291
1683031421184653056.00000000000000000000,0.00999899953603744507,-0.00189755961764603853,-0.00052665983093902469,-0.09827084094285964966,-0.00008971705161499809,-0.00001445493201070089,-0.00002787583491819309
1683031421194653952.00000000000000000000,0.01000100001692771912,-0.00191142770927399397,-0.00037732403143309057,-0.09837152063846588135,-0.00007322197570347988,-0.00000569652833088936,-0.00001749046162729692
1683031421204654080.00000000000000000000,0.00999999977648258209,-0.00197280803695321083,-0.00024432272766716778,-0.09823296964168548584,-0.00007759609263316602,-0.00001203139791792094,-0.00001179671944420784
1683031421214653952.00000000000000000000,0.00999999977648258209,-0.00177089264616370201,-0.00051467819139361382,-0.09859782457351684570,-0.00007761678479666499,0.00000836117875284652,-0.00001342492085263353
1683031421224654080.00000000000000000000,0.00999999977648258209,-0.00191436544992029667,-0.00046475933049805462,-0.09800732135772705078,-0.00007867934283425004,-0.00000980641939736486,-0.00001300561094224825
1683031421234653952.00000000000000000000,0.00999999977648258209,-0.00181845691986382008,-0.00049401709111407399,-0.09836723655462265015,-0.00008220620263100595,-0.00001009027833234000,-0.00001660606466162929
1683031421244654080.00000000000000000000,0.00999999977648258209,-0.00185698410496115685,-0.00054828560678288341,-0.09806302189826965332,-0.00008273600654073520,-0.00001687030017603559,-0.00000826716747181994
1683031421254653952.00000000000000000000,0.00999999977648258209,-0.00181311450432986021,-0.00034603930544108152,-0.09824596345424652100,-0.00007754150140684136,-0.00000035021230203381,-0.00001628527822022132
1683031421264654080.00000000000000000000,0.00999999977648258209,-0.00196929578669369221,-0.00053717999253422022,-0.09811592102050781250,-0.00007666856193429733,-0.00001279934762039424,-0.00002416509850985730
1683031421274653952.00000000000000000000,0.00999999977648258209,-0.00184540357440710068,-0.00058664707466959953,-0.09809064865112304688,-0.00008000260100088316,-0.00000212109914594411,-0.00001535768859826332
1683031421284654080.00000000000000000000,0.00999999977648258209,-0.00192547042388468981,-0.00046232726890593767,-0.09820738434791564941,-0.00008167481389335747,-0.00001823364026620996,-0.00001314441240642605
1683031421294653952.00000000000000000000,0.00999999977648258209,-0.00206588068976998329,-0.00043601632933132350,-0.09832815825939178467,-0.00006972412232130677,-0.00001067800973434691,-0.00002487935200741416
1683031421304654080.00000000000000000000,0.00999999977648258209,-0.00198711408302187920,-0.00039694682345725596,-0.09857907146215438843,-0.00008986795161487450,-0.00000759633876720699,-0.00001192430621902659
1683031421314653952.00000000000000000000,0.00999999977648258209,-0.00202224473468959332,-0.00038216353277675807,-0.09836050868034362793,-0.00008877931299886517,-0.00000879010887347598,-0.00002656511111493636
1683031421324654080.00000000000000000000,0.00999999977648258209,-0.00192231207620352507,-0.00053539656801149249,-0.09837593883275985718,-0.00008115979358355147,-0.00001253230614783868,-0.00001513969856572252
1683031421334653952.00000000000000000000,0.00999999977648258209,-0.00185517815407365561,-0.00046044430928304791,-0.09835919737815856934,-0.00007633983611456334,-0.00000490547112621330,-0.00002461726210619079
1683031421344653056.00000000000000000000,0.00999899953603744507,-0.00207385164685547352,-0.00055811554193496704,-0.09816984087228775024,-0.00008601627524058530,-0.00001304689266179757,-0.00002322924949624344
1683031421354653952.00000000000000000000,0.01000100001692771912,-0.00178542837966233492,-0.00049060821766033769,-0.09845440834760665894,-0.00008393685910074698,-0.00000339658440200883,-0.00001956012701177080
1683031421364654080.00000000000000000000,0.00999999977648258209,-0.00180695415474474430,-0.00041403819341212511,-0.09832985699176788330,-0.00009202401653474377,-0.00001392747588130578,-0.00002025060809053958
1683031421374652928.00000000000000000000,0.00999899953603744507,-0.00186530791688710451,-0.00052743323612958193,-0.09801712632179260254,-0.00007957451053427628,-0.00000426145953864091,-0.00002042518298133212
1683031421384654080.00000000000000000000,0.01000100001692771912,-0.00176200491841882467,-0.00045966423931531608,-0.09854881465435028076,-0.00008243553129457639,-0.00000599764512758085,-0.00001194133600775072
1683031421394653952.00000000000000000000,0.00999999977648258209,-0.00186294876039028168,-0.00049729517195373774,-0.09850164502859115601,-0.00008420280948023508,-0.00000354500150481182,-0.00002420197014094683
1683031421404654080.00000000000000000000,0.00999999977648258209,-0.00199136487208306789,-0.00037132148281671107,-0.09821578115224838257,-0.00008353726302739516,-0.00001126085458360294,-0.00001712720484540023
1683031421414653952.00000000000000000000,0.00999999977648258209,-0.00203668838366866112,-0.00043976953020319343,-0.09816897660493850708,-0.00008345716013523261,-0.00001187543764377173,-0.00001686155619276597
1683031421424654080.00000000000000000000,0.00999999977648258209,-0.00204679882153868675,-0.00039236614247784019,-0.09849650412797927856,-0.00008304859962498395,-0.00001719294675841796,-0.00002027008521930049
1683031421434653952.00000000000000000000,0.00999999977648258209,-0.00198366376571357250,-0.00037045238423161209,-0.09835336357355117798,-0.00007463172483788833,-0.00000824306538850635,-0.00002020665146591893
1683031421444654080.00000000000000000000,0.00999999977648258209,-0.00185821054037660360,-0.00030935253016650677,-0.09845896810293197632,-0.00008026317922009130,0.00000082508179654005,-0.00002171646419694926
1683031421454653952.00000000000000000000,0.00999999977648258209,-0.00201403535902500153,-0.00040756628732196987,-0.09840203076601028442,-0.00008559279296592811,-0.00001443835633613052,-0.00001262125055114279
1683031421464654080.00000000000000000000,0.00999999977648258209,-0.00193766225129365921,-0.00034383471938781440,-0.09840369969606399536,-0.00008109657114055913,-0.00000465837308755641,-0.00001932193347100612
1683031421474653952.00000000000000000000,0.00999999977648258209,-0.00198265933431684971,-0.00038809378747828305,-0.09845656156539916992,-0.00008109443365469888,-0.00001111944932842711,-0.00001665249097642403
1683031421484654080.00000000000000000000,0.00999999977648258209,-0.00190190842840820551,-0.00045417435467243195,-0.09826495498418807983,-0.00008605540017188305,-0.00000549568694916663,-0.00002089088466539083
1683031421494653952.00000000000000000000,0.00999999977648258209,-0.00187031459063291550,-0.00044154332135803998,-0.09835898876190185547,-0.00008015126598702735,-0.00000318573422242712,-0.00001822772560714226
1683031421504654080.00000000000000000000,0.00999999977648258209,-0.00178953609429299831,-0.00039459869731217623,-0.09822213649749755859,-0.00008232916902289101,-0.00000309199520670975,-0.00001571119056113423
1683031421514653952.00000000000000000000,0.00999999977648258209,-0.00203030696138739586,-0.00046970191760919988,-0.09816697239875793457,-0.00008640797155630909,-0.00000569031499271380,-0.00002186861783634638
1683031421524654080.00000000000000000000,0.00999999977648258209,-0.00188582262489944696,-0.00058041443116962910,-0.09850690513849258423,-0.00008353446722839922,-0.00001100273995907691,-0.00001690837668270985
1683031421534652928.00000000000000000000,0.00999899953603744507,-0.00201882002875208855,-0.00046532647684216499,-0.09851168841123580933,-0.00008473393001623570,-0.00000697365530613192,-0.00001964956819767266
1683031421544654080.00000000000000000000,0.01000100001692771912,-0.00182415405288338661,-0.00036518773413263261,-0.09832194447517395020,-0.00008037770132372992,-0.00000371581674693642,-0.00002423761251448364
1683031421554653952.00000000000000000000,0.00999999977648258209,-0.00210448773577809334,-0.00049428595229983330,-0.09831864386796951294,-0.00008364192668864405,-0.00001121893385330927,-0.00000557059495827478
1683031421564654080.00000000000000000000,0.00999999977648258209,-0.00186544947791844606,-0.00047183438437059522,-0.09843194484710693359,-0.00008167830864210239,-0.00001302412091961231,-0.00001853262618049085
1683031421574653952.00000000000000000000,0.00999999977648258209,-0.00196051481179893017,-0.00045311919529922307,-0.09821663051843643188,-0.00008423087312538903,-0.00000634423531048489,-0.00002105083647088271
1683031421584654080.00000000000000000000,0.00999999977648258209,-0.00190599216148257256,-0.00053154281340539455,-0.09839893877506256104,-0.00009269762529166499,-0.00000641362283567447,-0.00002136405535897647
1683031421594653952.00000000000000000000,0.00999999977648258209,-0.00186491990461945534,-0.00050419673789292574,-0.09842319786548614502,-0.00008417630628103237,-0.00000768083244543800,-0.00001840141258793392
1683031421604654080.00000000000000000000,0.00999999977648258209,-0.00187914341222494841,-0.00043463351903483272,-0.09837416559457778931,-0.00006964506785376770,-0.00000376159922538898,-0.00001440482808240132
1683031421614653952.00000000000000000000,0.00999999977648258209,-0.00187424197793006897,-0.00040125678060576320,-0.09840945899486541748,-0.00007824944810201206,-0.00000079121879870869,-0.00002098742709946913
1683031421624654080.00000000000000000000,0.00999999977648258209,-0.00195177283603698015,-0.00053209590259939432,-0.09828411042690277100,-0.00008429250261313949,-0.00000818166854536711,-0.00002662619810389909
1683031421634653952.00000000000000000000,0.00999999977648258209,-0.00190420635044574738,-0.00031197955831885338,-0.09821140766143798828,-0.00007925865839363982,-0.00001355286827739544,-0.00002119761591816918
1683031421644654080.00000000000000000000,0.00999999977648258209,-0.00201115966774523258,-0.00035264232428744435,-0.09861209243535995483,-0.00008525188428952290,-0.00000960587364700399,-0.00001882137370004754
1683031421654653952.00000000000000000000,0.00999999977648258209,-0.00198689708486199379,-0.00029144721338525414,-0.09845007956027984619,-0.00008179609792945139,-0.00000320420559500854,-0.00001160384487052512
1683031421664653824.00000000000000000000,0.00999999977648258209,-0.00185017101466655731,-0.00044693992822431028,-0.09849758446216583252,-0.00008270337534024488,-0.00001189769634871392,-0.00001755889977960797
1683031421674653952.00000000000000000000,0.00999999977648258209,-0.00200857641175389290,-0.00039656224544160068,-0.09818419069051742554,-0.00008395221974057929,-0.00001321521662554725,-0.00001937384268085212
1683031421684653824.00000000000000000000,0.00999999977648258209,-0.00193990697152912617,-0.00027244587545283139,-0.09820124506950378418,-0.00008655575066428307,0.00000473168661754969,-0.00001756381680981884
1683031421694653952.00000000000000000000,0.00999999977648258209,-0.00191378919407725334,-0.00044188860920257866,-0.09836893528699874878,-0.00008164701844985140,-0.00001397626115150334,-0.00001840473869473358
1683031421704653824.00000000000000000000,0.00999999977648258209,-0.00194082502275705338,-0.00062733038794249296,-0.09869921207427978516,-0.00007974007222423601,-0.00000878988130844143,-0.00001790212271114137
1683031421714653952.00000000000000000000,0.00999999977648258209,-0.00194125180132687092,-0.00050263025332242250,-0.09814008325338363647,-0.00007099040795607510,-0.00000615264739357120,-0.00001574433276703697
1683031421724653056.00000000000000000000,0.00999899953603744507,-0.00180764298420399427,-0.00059803010663017631,-0.09820766746997833252,-0.00007439765794520559,-0.00000520448091450451,-0.00002097930384046787
1683031421734653952.00000000000000000000,0.01000100001692771912,-0.00187762931454926729,-0.00032801920315250754,-0.09826648980379104614,-0.00007441048286036717,-0.00000510868365432283,-0.00001690786364546677
1683031421744653824.00000000000000000000,0.00999999977648258209,-0.00191047927364706993,-0.00029614343657158315,-0.09845802932977676392,-0.00008082508605433781,-0.00000814841357286243,-0.00002095471665758286
1683031421754652928.00000000000000000000,0.00999899953603744507,-0.00194872764404863119,-0.00049223768291994929,-0.09841424226760864258,-0.00008754037580485648,-0.00002208190316498086,-0.00001475367918487856
1683031421764653824.00000000000000000000,0.01000100001692771912,-0.00183567369822412729,-0.00042877887608483434,-0.09837226569652557373,-0.00008919826022747663,-0.00000720143012720082,-0.00001796766144109254
1683031421774653952.00000000000000000000,0.00999999977648258209,-0.00202924897894263268,-0.00038937805220484734,-0.09844209253787994385,-0.00008141196815112647,-0.00002412830815199440,-0.00000996753340999749
1683031421784653824.00000000000000000000,0.00999999977648258209,-0.00193138117901980877,-0.00051710143452510238,-0.09832926839590072632,-0.00008135066375628252,-0.00000403346426394479,-0.00001956416222747278
1683031421794653952.00000000000000000000,0.00999999977648258209,-0.00182783708442002535,-0.00052505166968330741,-0.09865766018629074097,-0.00009166915324532688,-0.00000915408593934365,-0.00001420421731345915
1683031421804653824.00000000000000000000,0.00999999977648258209,-0.00198246096260845661,-0.00048411483294330537,-0.09849170595407485962,-0.00007240661018467766,-0.00001420723051833630,-0.00002462578766766385
1683031421814653952.00000000000000000000,0.00999999977648258209,-0.00195032369811087847,-0.00044051196891814470,-0.09837380051612854004,-0.00007970353990886765,-0.00001586578849282213,-0.00001855167662481198
1683031421824653824.00000000000000000000,0.00999999977648258209,-0.00208165496587753296,-0.00042935906094498932,-0.09821695834398269653,-0.00008737439962144097,-0.00001135217318103986,-0.00002440822330364751
1683031421834652928.00000000000000000000,0.00999899953603744507,-0.00183086353354156017,-0.00038006596150808036,-0.09823090583086013794,-0.00007256640147554695,-0.00000824305675322602,-0.00001251937049790583
1683031421844653824.00000000000000000000,0.01000100001692771912,-0.00181541475467383862,-0.00045864781714044511,-0.09835799783468246460,-0.00007144850449795228,-0.00001162999656302269,-0.00002289934521472337
1683031421854653952.00000000000000000000,0.00999999977648258209,-0.00182934489566832781,-0.00047547707799822092,-0.09850309789180755615,-0.00006985755670478126,-0.00001254074840425445,-0.00002569765961702024
1683031421864653056.00000000000000000000,0.00999899953603744507,-0.00200569466687738895,-0.00033436901867389679,-0.09812992811203002930,-0.00007703026842939613,-0.00000133414801706450,-0.00002026435342499269
1683031421874653952.00000000000000000000,0.01000100001692771912,-0.00195512431673705578,-0.00058600062038749456,-0.09838099032640457153,-0.00007842600605953427,-0.00001387807395050119,-0.00001662431456466815
1683031421884653824.00000000000000000000,0.00999999977648258209,-0.00198474526405334473,-0.00034201561356894672,-0.09845170378684997559,-0.00008638807587043106,-0.00001055301151179620,-0.00001757107247712587
1683031421894653952.00000000000000000000,0.00999999977648258209,-0.00215387437492609024,-0.00032998999813571572,-0.09844797104597091675,-0.00007604674860470482,-0.00001035498624737606,-0.00002069443711748258
1683031421904653824.00000000000000000000,0.00999999977648258209,-0.00202553649432957172,-0.00038964027771726251,-0.09830431640148162842,-0.00007893098912585198,-0.00000671723827612704,-0.00002317453432824818
1683031421914652928.00000000000000000000,0.00999899953603744507,-0.00184292206540703773,-0.00046328682219609618,-0.09838084876537322998,-0.00008209456572691253,-0.00001820207780864977,-0.00001579486033203032
1683031421924653824.00000000000000000000,0.01000100001692771912,-0.00184979627374559641,-0.00041384593350812793,-0.09819308668375015259,-0.00007946655530734903,-0.00001459547983333581,-0.00001072413330637247
1683031421934653952.00000000000000000000,0.00999999977648258209,-0.00196209596469998360,-0.00030149248777888715,-0.09858064353466033936,-0.00008598063693070983,-0.00001456650999170499,-0.00001633883829248315
1683031421944652800.00000000000000000000,0.00999899953603744507,-0.00192808802239596844,-0.00037813920062035322,-0.09836831688880920410,-0.00007682670337866610,-0.00001036404922806019,-0.00001235644510823478
1683031421954653952.00000000000000000000,0.01000100001692771912,-0.00197852333076298237,-0.00038178334943950176,-0.09831807017326354980,-0.00007887058686382356,-0.00001102089741382048,-0.00001374433580834219
1683031421964653824.00000000000000000000,0.00999999977648258209,-0.00201989291235804558,-0.00050181947881355882,-0.09831456840038299561,-0.00008394516522450816,-0.00000344728441862994,-0.00001391151889917311
1683031421974653952.00000000000000000000,0.00999999977648258209,-0.00191046064719557762,-0.00052805780433118343,-0.09828899055719375610,-0.00007627008743147295,-0.00001560829256073378,-0.00002419566943405265
1683031421984653824.00000000000000000000,0.00999999977648258209,-0.00191854790318757296,-0.00044166881707496941,-0.09833418577909469604,-0.00007279481175165652,-0.00001296665262106510,-0.00001468888613678169
1683031421994653952.00000000000000000000,0.00999999977648258209,-0.00200790236704051495,-0.00029735898715443909,-0.09837638586759567261,-0.00007807929447474795,-0.00001341474442874463,-0.00001428718203911425
1683031422004653824.00000000000000000000,0.00999999977648258209,-0.00199123891070485115,-0.00045800182851962745,-0.09823664277791976929,-0.00008470498862023419,-0.00001484841328966444,-0.00001628559721763582
1683031422014653952.00000000000000000000,0.00999999977648258209,-0.00196249829605221748,-0.00044170086039230227,-0.09847781062126159668,-0.00008085252389564673,-0.00000299206799672131,-0.00002020954682461748
1683031422024652800.00000000000000000000,0.00999899953603744507,-0.00197135587222874165,-0.00053181970724835992,-0.09828895330429077148,-0.00008364147968589762,0.00000097706577807659,-0.00002254535561249270
1683031422034653952.00000000000000000000,0.01000100001692771912,-0.00181870511732995510,-0.00056835153372958302,-0.09869764745235443115,-0.00007977165500010285,-0.00001244450363336867,-0.00001461089126893476
1683031422044653824.00000000000000000000,0.00999999977648258209,-0.00193787971511483192,-0.00046866881893947721,-0.09848956763744354248,-0.00007766380948559076,-0.00001215802160500418,-0.00002703177182306926
1683031422054652928.00000000000000000000,0.00999899953603744507,-0.00194562436081469059,-0.00037508958484977484,-0.09830483049154281616,-0.00007994987093144823,-0.00000615294861246738,-0.00001585335368914836
1683031422064653824.00000000000000000000,0.01000100001692771912,-0.00177492666989564896,-0.00043204554822295904,-0.09838326275348663330,-0.00008431921712273143,-0.00000635561508608552,-0.00001627676180198625
1683031422074653952.00000000000000000000,0.00999999977648258209,-0.00192187132779508829,-0.00031758361728861928,-0.09851782768964767456,-0.00008444293122830146,-0.00001358058244767489,-0.00001999035902789928
1683031422084653824.00000000000000000000,0.00999999977648258209,-0.00200601294636726379,-0.00051000213716179132,-0.09837625175714492798,-0.00007773012031119487,-0.00000940533297621979,-0.00001591592391449701
1683031422094653952.00000000000000000000,0.00999999977648258209,-0.00173598784022033215,-0.00039012011257000268,-0.09816426038742065430,-0.00008250548316073336,-0.00000335577254330094,-0.00001860274668859306
1683031422104652800.00000000000000000000,0.00999899953603744507,-0.00189456064254045486,-0.00047857518075034022,-0.09839305281639099121,-0.00008350533890397649,-0.00001109144155861647,-0.00001876165819678412
1683031422114653952.00000000000000000000,0.01000100001692771912,-0.00193757994566112757,-0.00058240653015673161,-0.09822118282318115234,-0.00007606184104288927,-0.00000839969515085989,-0.00002260094853133552
1683031422124653824.00000000000000000000,0.00999999977648258209,-0.00183106365147978067,-0.00031844669138081372,-0.09841798990964889526,-0.00007702383158984736,-0.00002123725490262532,-0.00001557003522113028
1683031422134652928.00000000000000000000,0.00999899953603744507,-0.00188236881513148546,-0.00051451154286041856,-0.09849312156438827515,-0.00008483429432379608,-0.00001404612564894167,-0.00001654459670441675
1683031422144653824.00000000000000000000,0.01000100001692771912,-0.00194159161765128374,-0.00035571941407397389,-0.09850021451711654663,-0.00008636021540834369,-0.00000637216891847623,-0.00002204121372407058
1683031422154653952.00000000000000000000,0.00999999977648258209,-0.00197204691357910633,-0.00059175735805183649,-0.09848187863826751709,-0.00008720277494877493,-0.00000848688303655354,-0.00000998548158618250
1683031422164653824.00000000000000000000,0.00999999977648258209,-0.00203351909294724464,-0.00052660686196759343,-0.09813812375068664551,-0.00008662090741006909,0.00000032072053390075,-0.00001552611212171562
1683031422174653952.00000000000000000000,0.00999999977648258209,-0.00186775694601237774,-0.00027383235283195972,-0.09823466837406158447,-0.00008351416517638806,-0.00000057396581274185,-0.00001342496047333151
1683031422184653824.00000000000000000000,0.00999999977648258209,-0.00194557663053274155,-0.00057118659606203437,-0.09831032902002334595,-0.00007477893503327593,-0.00000799652711919785,-0.00001722474084467403
1683031422194653952.00000000000000000000,0.00999999977648258209,-0.00196195510216057301,-0.00049338390817865729,-0.09818524867296218872,-0.00007058275770596464,-0.00000236761963673429,-0.00001989367436567438
1683031422204653824.00000000000000000000,0.00999999977648258209,-0.00189875205978751183,-0.00046214435133151710,-0.09819483757019042969,-0.00007781631869535436,-0.00000259660314307041,-0.00002087718809487369
1683031422214653952.00000000000000000000,0.00999999977648258209,-0.00199381797574460506,-0.00031572015723213553,-0.09828674793243408203,-0.00007723817347042799,0.00000293388779550462,-0.00001266948925889129
1683031422224653824.00000000000000000000,0.00999999977648258209,-0.00190995587036013603,-0.00038772277184762061,-0.09817253798246383667,-0.00008162112479984836,-0.00000051635131762877,-0.00001989433267881005
1683031422234653952.00000000000000000000,0.00999999977648258209,-0.00185931078158318996,-0.00049021630547940731,-0.09834017604589462280,-0.00007503548210044340,-0.00001631946478708619,-0.00002249505764436457
1683031422244653824.00000000000000000000,0.00999999977648258209,-0.00197569304145872593,-0.00043608655687421560,-0.09825280308723449707,-0.00008898605583275628,-0.00001465269821671115,-0.00001836824701597853
1683031422254653952.00000000000000000000,0.00999999977648258209,-0.00175505969673395157,-0.00031703503918834031,-0.09819971770048141479,-0.00007768932115142865,-0.00001981345769099456,-0.00001773383024076701
1683031422264653824.00000000000000000000,0.00999999977648258209,-0.00191233737859874964,-0.00033058741246350110,-0.09836056083440780640,-0.00007549418819152029,-0.00000408425799875535,-0.00001286795136690454
1683031422274653952.00000000000000000000,0.00999999977648258209,-0.00207996228709816933,-0.00066212355159223080,-0.09858556091785430908,-0.00007141792951009560,-0.00001036597845127722,-0.00001526676620780620
1683031422284653824.00000000000000000000,0.00999999977648258209,-0.00187842443119734526,-0.00052386830793693662,-0.09843993186950683594,-0.00007768232352661616,-0.00000851762666635548,-0.00001059705652105080
1683031422294652928.00000000000000000000,0.00999899953603744507,-0.00206223828718066216,-0.00048007708392105997,-0.09845694154500961304,-0.00008494912526569589,-0.00000380266633282424,-0.00001855909890223359
1683031422304653824.00000000000000000000,0.01000100001692771912,-0.00180533388629555702,-0.00026889244327321649,-0.09848030656576156616,-0.00008554738561421221,-0.00000094605445458445,-0.00001607529766416451
1683031422314653952.00000000000000000000,0.00999999977648258209,-0.00195076584350317717,-0.00041945432894863188,-0.09820429980754852295,-0.00008578895402571251,-0.00001526364125224243,-0.00001793730792277841
1683031422324653824.00000000000000000000,0.00999999977648258209,-0.00191797968000173569,-0.00043819917482323945,-0.09837308526039123535,-0.00008715819658397060,0.00000348581224569080,-0.00000992038071573978
1683031422334653952.00000000000000000000,0.00999999977648258209,-0.00198107329197227955,-0.00050208665197715163,-0.09826029092073440552,-0.00008213133373463811,-0.00000566867751999764,-0.00002431124199414542
1683031422344653824.00000000000000000000,0.00999999977648258209,-0.00199804361909627914,-0.00046335213119164109,-0.09815856814384460449,-0.00008175446165545090,-0.00000328503689846471,-0.00002538764086222487
1683031422354653952.00000000000000000000,0.00999999977648258209,-0.00181122811045497656,-0.00042116167605854571,-0.09852962940931320190,-0.00008307140489237519,-0.00000953912394597610,-0.00002515108700880738
1683031422364653824.00000000000000000000,0.00999999977648258209,-0.00194711983203887939,-0.00046339418622665107,-0.09828290343284606934,-0.00008076949516732565,-0.00001741447522406299,-0.00002157444532891240
