time,x,y,z,yaw,pitch,roll
1683031421152728832.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031421258021120.00000000000000000000,45.55503082275390625000,61.79964828491210937500,28.32270812988281250000,-151.15118408203125000000,0.00000000000000000000,0.00000000000000000000
1683031421383142400.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031421517608448.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031421641423872.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031421753844992.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031421865610752.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031421967670016.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031422092645376.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031422233261056.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031422350793472.00000000000000000000,45.29807281494140625000,61.68235397338867187500,27.87039184570312500000,-151.87564086914062500000,0.00000000000000000000,0.00000000000000000000
1683031422478844416.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031422579180288.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031422711615744.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031422848580352.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031422958526976.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031423082197248.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031423184078848.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031423327230976.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
1683031423462147328.00000000000000000000,46.03927612304687500000,62.01576995849609375000,29.56980895996093750000,-151.21528625488281250000,0.00000000000000000000,0.00000000000000000000
